datetimestamp,host,macaddress,endtime,diskusage,cpu,memory,rowid,systemtime,totalvocppb,cputempf,temperature,humidity,co2,equivalentco2ppm,pressure,temperatureicp,ts
2022-11-21 23:38:06.147411+00:00,thermal,e4:5f:01:7c:3f:34,1669073882.484134,102667.6 MB,6.5,9.9,20221121233802_fdda3d3c-9268-4f4f-bce9-c40cddb5d2f5,11/21/2022 18:38:07,7.0,119,24.4969,29.29,948.0,404.0,102032.37,83.0,1669073887
2022-11-21 23:38:10.967205+00:00,thermal,e4:5f:01:7c:3f:34,1669073887.2040205,102667.6 MB,6.0,9.9,20221121233807_aa15258b-5641-4691-9925-a0d2f1010922,11/21/2022 18:38:12,7.0,118,24.5023,29.28,948.0,65535.0,102035.58,83.0,1669073892
2022-11-21 23:38:15.782409+00:00,thermal,e4:5f:01:7c:3f:34,1669073892.0174818,102667.6 MB,5.3,9.9,20221121233812_b05631c1-c2df-46af-8c85-a271feae4bbe,11/21/2022 18:38:16,11.0,117,24.5023,29.28,949.0,65535.0,102033.95,83.0,1669073896
2022-11-21 23:38:20.596420+00:00,thermal,e4:5f:01:7c:3f:34,1669073896.831612,102667.6 MB,11.1,9.9,20221121233816_9078133e-5e21-4508-aafa-d0212aeeb490,11/21/2022 18:38:21,3.0,118,24.4622,29.25,948.0,65535.0,102034.46,83.0,1669073901
2022-11-21 23:38:25.402602+00:00,thermal,e4:5f:01:7c:3f:34,1669073901.7397454,102667.6 MB,5.3,9.9,20221121233821_c0b4ad3f-4f9d-407e-814d-d7eba12dda1b,11/21/2022 18:38:26,3.0,117,24.4489,29.25,949.0,407.0,102034.49,83.0,1669073906
2022-11-21 23:38:30.215132+00:00,thermal,e4:5f:01:7c:3f:34,1669073906.4490688,102667.6 MB,5.0,9.9,20221121233826_fae1ce8f-330e-4047-9012-195279a15568,11/21/2022 18:38:31,11.0,117,24.4595,29.34,949.0,65535.0,102033.06,83.0,1669073911
2022-11-21 23:38:34.928431+00:00,thermal,e4:5f:01:7c:3f:34,1669073911.2653935,102667.6 MB,8.4,9.9,20221121233831_79c4dc27-71ee-40e0-8d8a-025c9c06eeb4,11/21/2022 18:38:35,10.0,118,24.4275,29.33,949.0,413.0,102033.04,83.0,1669073915
2022-11-21 23:38:39.744269+00:00,thermal,e4:5f:01:7c:3f:34,1669073915.9807212,102667.6 MB,5.2,10.2,20221121233835_53d5c30b-b31f-428f-9f95-3df1e2a98993,11/21/2022 18:38:40,8.0,120,24.4435,29.33,949.0,65535.0,102034.0,83.0,1669073920
2022-11-21 23:38:44.558004+00:00,thermal,e4:5f:01:7c:3f:34,1669073920.7927182,102667.6 MB,5.0,9.8,20221121233840_80033ff3-7403-4f26-873d-f34851601263,11/21/2022 18:38:45,18.0,117,24.4382,29.32,949.0,65535.0,102034.01,83.0,1669073925
2022-11-21 23:38:49.372027+00:00,thermal,e4:5f:01:7c:3f:34,1669073925.6077878,102667.6 MB,5.7,9.8,20221121233845_31d244af-a8f0-48f3-8640-57d7afba241f,11/21/2022 18:38:50,11.0,116,24.4275,29.32,949.0,410.0,102036.36,83.0,1669073930
2022-11-21 23:38:54.175581+00:00,thermal,e4:5f:01:7c:3f:34,1669073930.5118568,102667.6 MB,5.3,9.8,20221121233850_e5bf45b3-49cb-4bdf-a418-60d9aeb856c4,11/21/2022 18:38:55,14.0,120,24.4355,29.32,950.0,65535.0,102033.36,83.0,1669073935
2022-11-21 23:38:58.988012+00:00,thermal,e4:5f:01:7c:3f:34,1669073935.2236598,102667.6 MB,11.4,9.8,20221121233855_3fd8e67c-4205-424a-b96b-bb4b5a806817,11/21/2022 18:39:00,14.0,118,24.4168,29.31,950.0,65535.0,102032.83,83.0,1669073940
2022-11-21 23:39:03.694871+00:00,thermal,e4:5f:01:7c:3f:34,1669073940.0330098,102667.6 MB,5.0,9.8,20221121233900_68f65204-866c-4f2d-a35b-038867b0f539,11/21/2022 18:39:04,10.0,121,24.4622,29.39,950.0,65535.0,102031.68,83.0,1669073944
2022-11-21 23:39:08.505902+00:00,thermal,e4:5f:01:7c:3f:34,1669073944.7408378,102667.6 MB,5.2,9.8,20221121233904_e4473a77-e825-4f04-baa0-ea0b452c59e0,11/21/2022 18:39:09,11.0,118,24.4462,29.37,950.0,65535.0,102028.7,83.0,1669073949
2022-11-21 23:39:13.345145+00:00,thermal,e4:5f:01:7c:3f:34,1669073949.5825827,102667.6 MB,8.4,10.3,20221121233909_b489a483-cf6c-40fe-983c-b7c5b5e62b28,11/21/2022 18:39:14,7.0,118,24.4595,29.34,949.0,410.0,102030.29,83.0,1669073954
2022-11-21 23:39:18.160021+00:00,thermal,e4:5f:01:7c:3f:34,1669073954.3955598,102667.6 MB,5.2,9.8,20221121233914_b70f95d9-7ca8-473b-8f00-db59b524b807,11/21/2022 18:39:19,11.0,121,24.4542,29.32,950.0,65535.0,102030.92,83.0,1669073959
2022-11-21 23:39:22.872106+00:00,thermal,e4:5f:01:7c:3f:34,1669073959.209767,102667.6 MB,5.2,9.8,20221121233919_afc8376b-531a-446b-b03a-3ce17048ce2c,11/21/2022 18:39:23,12.0,119,24.4702,29.28,950.0,414.0,102031.75,83.0,1669073963
2022-11-21 23:39:27.742032+00:00,thermal,e4:5f:01:7c:3f:34,1669073963.9797099,102667.6 MB,5.3,9.8,20221121233923_9a6c09c1-ada1-4b8e-b9df-f7708df3d165,11/21/2022 18:39:28,11.0,118,24.4862,29.32,951.0,414.0,102031.83,83.0,1669073968
2022-11-21 23:39:32.553453+00:00,thermal,e4:5f:01:7c:3f:34,1669073968.7892876,102667.6 MB,5.0,9.8,20221121233928_f62c12b8-25f6-408f-a426-79b9e1493ac2,11/21/2022 18:39:33,14.0,119,24.4969,29.28,951.0,65535.0,102032.97,83.0,1669073973
2022-11-21 23:39:37.287878+00:00,thermal,e4:5f:01:7c:3f:34,1669073973.625412,102667.6 MB,11.1,9.8,20221121233933_58fac018-6d33-4fe4-b10f-71f635e488fb,11/21/2022 18:39:38,18.0,119,24.4889,29.29,951.0,65535.0,102032.64,83.0,1669073978
2022-11-21 23:39:42.099141+00:00,thermal,e4:5f:01:7c:3f:34,1669073978.436726,102667.6 MB,5.5,9.8,20221121233938_8f5a1b6d-e8cb-4b27-93cc-a63a2893c693,11/21/2022 18:39:43,14.0,119,24.5049,29.27,951.0,65535.0,102031.25,83.0,1669073983
2022-11-21 23:39:46.910932+00:00,thermal,e4:5f:01:7c:3f:34,1669073983.1459167,102667.6 MB,10.0,10.3,20221121233943_e3ec6162-cd89-4dab-abfc-25b0bb053533,11/21/2022 18:39:47,16.0,118,24.5717,29.27,951.0,65535.0,102032.26,83.0,1669073987
2022-11-21 23:39:51.722396+00:00,thermal,e4:5f:01:7c:3f:34,1669073988.0612385,102667.5 MB,8.4,9.9,20221121233948_51d41093-1ef1-4b7c-b6cf-0658ba3ce7b0,11/21/2022 18:39:52,11.0,117,24.5797,29.23,952.0,65535.0,102031.94,83.0,1669073992
2022-11-21 23:39:56.532451+00:00,thermal,e4:5f:01:7c:3f:34,1669073992.7679408,102667.5 MB,5.0,9.9,20221121233952_6320c0f4-b1e9-48a1-b426-d7f1a8d79def,11/21/2022 18:39:57,14.0,121,24.6438,29.2,953.0,421.0,102029.84,83.0,1669073997
2022-11-21 23:40:01.252743+00:00,thermal,e4:5f:01:7c:3f:34,1669073997.5902252,102667.5 MB,4.8,9.9,20221121233957_d68cc643-7fa5-4dac-ac46-012ddc62e5b6,11/21/2022 18:40:02,17.0,117,24.6331,29.15,952.0,412.0,102031.97,83.0,1669074002
2022-11-21 23:40:06.066784+00:00,thermal,e4:5f:01:7c:3f:34,1669074002.3043234,102667.5 MB,4.8,9.9,20221121234002_2c0cda18-c1b2-4c53-81e0-28a18601127d,11/21/2022 18:40:07,13.0,120,24.6358,29.22,954.0,65535.0,102032.17,83.0,1669074007
2022-11-21 23:40:10.840672+00:00,thermal,e4:5f:01:7c:3f:34,1669074007.1777864,102667.5 MB,5.3,9.9,20221121234007_39921605-a46c-4c81-b452-c944ea7c9774,11/21/2022 18:40:11,12.0,118,24.6224,29.22,955.0,65535.0,102033.84,83.0,1669074011
2022-11-21 23:40:15.683764+00:00,thermal,e4:5f:01:7c:3f:34,1669074011.9195719,102667.5 MB,11.1,9.9,20221121234011_d0d326e9-ab63-4f3c-b25d-aac18934a162,11/21/2022 18:40:16,20.0,119,24.6198,29.18,955.0,65535.0,102034.31,83.0,1669074016
2022-11-21 23:40:20.504086+00:00,thermal,e4:5f:01:7c:3f:34,1669074016.7347925,102667.5 MB,5.3,9.8,20221121234016_74573857-0a55-448d-968f-40385fbdedc7,11/21/2022 18:40:21,14.0,120,24.6117,29.24,956.0,410.0,102030.76,83.0,1669074021
2022-11-21 23:40:25.212169+00:00,thermal,e4:5f:01:7c:3f:34,1669074021.5505118,102667.5 MB,5.2,10.2,20221121234021_45a36c56-e6b4-43a8-89de-d53f065a787e,11/21/2022 18:40:26,22.0,118,24.6304,29.2,956.0,65535.0,102029.92,83.0,1669074026
2022-11-21 23:40:30.031043+00:00,thermal,e4:5f:01:7c:3f:34,1669074026.2678132,102667.5 MB,8.2,9.8,20221121234026_0714a2ed-78aa-4aa5-8bca-6ffe0d556780,11/21/2022 18:40:31,11.0,118,24.6037,29.25,960.0,406.0,102032.88,83.0,1669074031
2022-11-21 23:40:34.843609+00:00,thermal,e4:5f:01:7c:3f:34,1669074031.1808152,102667.5 MB,4.8,9.8,20221121234031_32890a2e-8969-430f-89f6-f6a33d0a83ba,11/21/2022 18:40:35,13.0,117,24.6358,29.19,966.0,65535.0,102035.44,83.0,1669074035
2022-11-21 23:40:39.653784+00:00,thermal,e4:5f:01:7c:3f:34,1669074035.8894782,102667.5 MB,5.0,9.8,20221121234035_2c9945c9-83aa-43e2-bf01-97c705c3c379,11/21/2022 18:40:40,15.0,119,24.6625,29.16,965.0,65535.0,102034.85,83.0,1669074040
2022-11-21 23:40:44.464034+00:00,thermal,e4:5f:01:7c:3f:34,1669074040.7009122,102667.5 MB,5.0,9.8,20221121234040_c1502db0-eddb-4d0e-ae26-c10150b44b5c,11/21/2022 18:40:45,11.0,119,24.7132,29.14,965.0,65535.0,102032.84,83.0,1669074045
2022-11-21 23:40:49.273177+00:00,thermal,e4:5f:01:7c:3f:34,1669074045.5089958,102667.5 MB,5.8,9.8,20221121234045_3f233412-1214-4518-a950-32b5f1b1ec42,11/21/2022 18:40:50,21.0,118,24.7426,29.12,964.0,65535.0,102033.85,83.0,1669074050
2022-11-21 23:40:53.988612+00:00,thermal,e4:5f:01:7c:3f:34,1669074050.4273977,102667.5 MB,10.8,9.8,20221121234050_a28358be-1d65-40ed-a62c-e42b5fe28183,11/21/2022 18:40:55,22.0,118,24.7639,29.13,964.0,65535.0,102032.22,83.0,1669074055
2022-11-21 23:40:58.805648+00:00,thermal,e4:5f:01:7c:3f:34,1669074055.0432005,102667.5 MB,5.7,10.3,20221121234055_057bc11c-d702-4de1-a578-96bebbb88b88,11/21/2022 18:40:59,23.0,118,24.7479,29.19,965.0,65535.0,102031.14,83.0,1669074059
2022-11-21 23:41:03.611028+00:00,thermal,e4:5f:01:7c:3f:34,1669074059.947525,102667.5 MB,5.0,9.9,20221121234059_499f0b6e-09e4-4587-9715-2ce067b17b4b,11/21/2022 18:41:04,18.0,120,24.7693,29.09,964.0,65535.0,102030.6,83.0,1669074064
2022-11-21 23:41:08.423275+00:00,thermal,e4:5f:01:7c:3f:34,1669074064.6610496,102667.5 MB,8.2,9.9,20221121234104_3eff67a9-a762-434a-969f-1a0d7fabf774,11/21/2022 18:41:09,22.0,119,24.7639,29.1,964.0,413.0,102030.5,83.0,1669074069
2022-11-21 23:41:13.237416+00:00,thermal,e4:5f:01:7c:3f:34,1669074069.5737967,102667.5 MB,5.0,9.9,20221121234109_8c77074a-b2a3-4d39-a75e-9433d24161a8,11/21/2022 18:41:14,17.0,120,24.7506,29.11,964.0,65535.0,102030.55,83.0,1669074074
2022-11-21 23:41:17.953365+00:00,thermal,e4:5f:01:7c:3f:34,1669074074.2906666,102667.5 MB,5.7,9.9,20221121234114_97a84414-f9df-4178-8b20-5c5cf3cf229d,11/21/2022 18:41:18,19.0,119,24.772,29.07,965.0,65535.0,102028.86,83.0,1669074078
2022-11-21 23:41:22.766630+00:00,thermal,e4:5f:01:7c:3f:34,1669074079.0039892,102667.5 MB,5.7,9.9,20221121234118_83eef568-8073-4a90-afa4-03000f469cc3,11/21/2022 18:41:23,16.0,117,24.7426,29.07,965.0,65535.0,102031.6,83.0,1669074083
2022-11-21 23:41:27.566155+00:00,thermal,e4:5f:01:7c:3f:34,1669074083.8991187,102667.5 MB,6.0,9.9,20221121234123_e8ff9584-67be-41de-bd96-722808d9045f,11/21/2022 18:41:28,16.0,118,24.7399,29.11,965.0,65535.0,102031.08,83.0,1669074088
2022-11-21 23:41:32.385141+00:00,thermal,e4:5f:01:7c:3f:34,1669074088.6225603,102667.5 MB,14.2,10.3,20221121234128_eadc6386-6de1-497e-bb4d-aa7b04edf65e,11/21/2022 18:41:33,19.0,117,24.7292,29.18,965.0,65535.0,102029.4,83.0,1669074093
2022-11-21 23:41:37.197033+00:00,thermal,e4:5f:01:7c:3f:34,1669074093.536575,102667.5 MB,5.2,10.3,20221121234133_fd37c412-c339-4dad-823a-13811b09600b,11/21/2022 18:41:38,28.0,120,24.7186,29.09,965.0,65535.0,102032.88,83.0,1669074098
2022-11-21 23:41:42.015855+00:00,thermal,e4:5f:01:7c:3f:34,1669074098.3543465,102667.5 MB,5.2,9.9,20221121234138_0e9c87de-c835-4613-8a66-63304eae661a,11/21/2022 18:41:43,17.0,120,24.7052,29.12,965.0,65535.0,102032.95,83.0,1669074103
2022-11-21 23:41:46.724743+00:00,thermal,e4:5f:01:7c:3f:34,1669074103.0646524,102667.5 MB,9.0,9.9,20221121234143_be2cc7d4-f242-4c12-96a1-319f1843eb22,11/21/2022 18:41:47,23.0,117,24.6812,29.07,964.0,65535.0,102030.0,83.0,1669074107
2022-11-21 23:41:51.541158+00:00,thermal,e4:5f:01:7c:3f:34,1669074107.7782383,102667.5 MB,5.0,9.9,20221121234147_bc1790e8-066e-47be-8eab-f06e27d80b20,11/21/2022 18:41:52,15.0,117,24.6625,29.17,963.0,65535.0,102028.15,83.0,1669074112
2022-11-21 23:41:56.322215+00:00,thermal,e4:5f:01:7c:3f:34,1669074112.6605833,102667.5 MB,4.8,9.9,20221121234152_db0e5318-8b9b-4eb5-8772-6eeffd5dfc65,11/21/2022 18:41:57,20.0,120,24.6438,29.26,964.0,65535.0,102028.14,83.0,1669074117
2022-11-21 23:42:01.159082+00:00,thermal,e4:5f:01:7c:3f:34,1669074117.3959627,102667.5 MB,5.3,9.9,20221121234157_0e8fe4c8-8eee-4790-acfd-6704263c9dd7,11/21/2022 18:42:02,18.0,119,24.6304,29.23,964.0,65535.0,102030.89,83.0,1669074122
2022-11-21 23:42:05.974484+00:00,thermal,e4:5f:01:7c:3f:34,1669074122.3126576,102667.5 MB,4.8,9.9,20221121234202_aeb47074-a7da-4bee-a79b-0aa4bdc777bc,11/21/2022 18:42:07,22.0,119,24.6304,29.16,964.0,65535.0,102030.42,83.0,1669074127
2022-11-21 23:42:10.787839+00:00,thermal,e4:5f:01:7c:3f:34,1669074127.1268559,102667.5 MB,10.6,10.3,20221121234207_264d1876-740a-46c9-94c0-a1ca4bef9953,11/21/2022 18:42:11,18.0,118,24.6571,29.15,965.0,65535.0,102029.14,83.0,1669074131
2022-11-21 23:42:15.504447+00:00,thermal,e4:5f:01:7c:3f:34,1669074131.84171,102667.5 MB,5.5,9.8,20221121234211_de8aed92-68f7-4eca-8b37-76cbbcb6f346,11/21/2022 18:42:16,23.0,121,24.7159,29.17,966.0,65535.0,102031.7,83.0,1669074136
2022-11-21 23:42:20.315868+00:00,thermal,e4:5f:01:7c:3f:34,1669074136.5509434,102667.5 MB,6.0,9.8,20221121234216_1b7c539a-4fca-4130-ba4c-c38df217c694,11/21/2022 18:42:21,21.0,119,24.7506,29.03,966.0,65535.0,102029.37,83.0,1669074141
2022-11-21 23:42:25.124383+00:00,thermal,e4:5f:01:7c:3f:34,1669074141.4628441,102667.5 MB,9.5,9.8,20221121234221_2b6c7c6d-879f-4c2d-8c3e-241f96ba2adf,11/21/2022 18:42:26,20.0,118,24.8494,29.06,966.0,65535.0,102026.81,83.0,1669074146
2022-11-21 23:42:29.936911+00:00,thermal,e4:5f:01:7c:3f:34,1669074146.1724622,102667.5 MB,5.0,9.8,20221121234226_a9ef0972-6efd-48f1-846b-db5b9d7d4b22,11/21/2022 18:42:30,19.0,118,24.9188,28.99,965.0,65535.0,102029.36,82.0,1669074150
2022-11-21 23:42:34.748614+00:00,thermal,e4:5f:01:7c:3f:34,1669074150.9838974,102667.5 MB,5.2,9.8,20221121234230_c8a27b06-a9ca-4240-be91-fa2b727b159f,11/21/2022 18:42:35,24.0,120,24.9989,28.9,966.0,65535.0,102029.91,82.0,1669074155
2022-11-21 23:42:39.562674+00:00,thermal,e4:5f:01:7c:3f:34,1669074155.9015625,102667.5 MB,5.0,9.8,20221121234235_f7b1ca72-8c41-48d4-a230-b77103175ba0,11/21/2022 18:42:40,13.0,118,25.047,28.88,969.0,403.0,102028.07,82.0,1669074160
2022-11-21 23:42:44.270542+00:00,thermal,e4:5f:01:7c:3f:34,1669074160.6099944,102667.5 MB,4.8,10.2,20221121234240_16afa364-f5eb-43a7-87e2-1d012aa925d6,11/21/2022 18:42:45,21.0,118,25.047,28.81,970.0,65535.0,102025.47,82.0,1669074165
2022-11-21 23:42:49.088536+00:00,thermal,e4:5f:01:7c:3f:34,1669074165.325176,102667.5 MB,10.2,9.8,20221121234245_9a137102-e08d-415d-8d1d-810599964ca6,11/21/2022 18:42:50,24.0,118,25.0603,28.86,971.0,65535.0,102027.19,82.0,1669074170
2022-11-21 23:42:53.897082+00:00,thermal,e4:5f:01:7c:3f:34,1669074170.1349378,102667.5 MB,5.0,9.8,20221121234250_2fd402e2-6df4-444c-a9b0-4692d617ea19,11/21/2022 18:42:54,20.0,117,25.039,28.8,969.0,65535.0,102028.95,82.0,1669074174
2022-11-21 23:42:58.707797+00:00,thermal,e4:5f:01:7c:3f:34,1669074174.9442096,102667.5 MB,5.5,9.8,20221121234254_745fbf39-a302-409a-ad5e-12e7f695bfce,11/21/2022 18:42:59,24.0,119,25.031,28.8,973.0,65535.0,102032.23,82.0,1669074179
2022-11-21 23:43:03.524889+00:00,thermal,e4:5f:01:7c:3f:34,1669074179.8643131,102667.5 MB,9.2,9.9,20221121234259_09c54aa4-7496-4b4a-a442-598567322338,11/21/2022 18:43:04,22.0,118,25.0176,28.83,973.0,65535.0,102024.82,82.0,1669074184
2022-11-21 23:43:08.337235+00:00,thermal,e4:5f:01:7c:3f:34,1669074184.5735128,102667.5 MB,5.7,9.9,20221121234304_a1385004-84fc-466e-9b23-f02a73ee7a17,11/21/2022 18:43:09,20.0,119,24.9963,28.89,975.0,65535.0,102028.17,82.0,1669074189
2022-11-21 23:43:13.051168+00:00,thermal,e4:5f:01:7c:3f:34,1669074189.4910614,102667.5 MB,4.8,9.9,20221121234309_a007b6e4-8c81-417f-b45f-537ab71f1611,11/21/2022 18:43:14,10.0,118,25.023,28.91,976.0,65535.0,102026.05,82.0,1669074194
2022-11-21 23:43:17.862975+00:00,thermal,e4:5f:01:7c:3f:34,1669074194.1008172,102667.5 MB,5.0,9.9,20221121234314_d95c1d39-328a-483b-94e3-f89b9d238a20,11/21/2022 18:43:18,18.0,117,25.0256,28.81,975.0,65535.0,102027.67,82.0,1669074198
2022-11-21 23:43:22.676995+00:00,thermal,e4:5f:01:7c:3f:34,1669074199.0153306,102667.5 MB,4.8,10.3,20221121234319_ef91869e-dd2a-4bed-9bf6-95821c40a011,11/21/2022 18:43:23,10.0,119,25.0497,28.84,976.0,65535.0,102027.43,82.0,1669074203
2022-11-21 23:43:27.488721+00:00,thermal,e4:5f:01:7c:3f:34,1669074203.8261378,102667.5 MB,11.6,9.9,20221121234323_330bc2a8-d4b8-4af6-987c-3654fe487856,11/21/2022 18:43:28,22.0,118,25.0256,28.92,975.0,412.0,102028.26,82.0,1669074208
2022-11-21 23:43:32.297508+00:00,thermal,e4:5f:01:7c:3f:34,1669074208.6356678,102667.5 MB,5.3,9.9,20221121234328_56b6ac6e-c491-4d61-b9b7-85c34a75e52a,11/21/2022 18:43:33,20.0,118,25.0016,28.85,975.0,65535.0,102024.67,83.0,1669074213
2022-11-21 23:43:37.012948+00:00,thermal,e4:5f:01:7c:3f:34,1669074213.4514713,102667.5 MB,5.2,9.9,20221121234333_d04204c9-864b-4d06-80e4-7d6dd108248a,11/21/2022 18:43:38,22.0,118,25.0043,28.85,975.0,65535.0,102027.31,83.0,1669074218
2022-11-21 23:43:41.822273+00:00,thermal,e4:5f:01:7c:3f:34,1669074218.1609035,102667.5 MB,9.3,9.9,20221121234338_7226ee1a-d940-41bd-9a5a-fa16b18f8589,11/21/2022 18:43:42,15.0,118,24.9722,28.88,975.0,403.0,102023.81,83.0,1669074222
2022-11-21 23:43:46.634521+00:00,thermal,e4:5f:01:7c:3f:34,1669074222.8703969,102667.5 MB,5.0,9.9,20221121234342_667ad27a-b51e-4cdc-9fc3-b5d5054563f7,11/21/2022 18:43:47,23.0,118,24.9669,28.9,975.0,65535.0,102029.56,83.0,1669074227
2022-11-21 23:43:51.452571+00:00,thermal,e4:5f:01:7c:3f:34,1669074227.6822352,102667.5 MB,5.5,9.9,20221121234347_f4915319-3c8a-4da5-aa3c-b282b6c565b2,11/21/2022 18:43:52,18.0,119,24.9295,28.91,975.0,412.0,102028.25,84.0,1669074232
2022-11-21 23:43:56.263867+00:00,thermal,e4:5f:01:7c:3f:34,1669074232.5010252,102667.5 MB,5.2,10.3,20221121234352_2cf05538-a586-41f2-af2a-1ad2bb6ace9f,11/21/2022 18:43:57,19.0,117,24.9268,28.94,976.0,412.0,102025.97,84.0,1669074237
2022-11-21 23:44:01.024908+00:00,thermal,e4:5f:01:7c:3f:34,1669074237.36342,102667.5 MB,5.0,9.9,20221121234357_aff8d10f-5d86-4768-a963-015bc1c47ba9,11/21/2022 18:44:02,23.0,118,24.9348,28.97,977.0,65535.0,102024.7,84.0,1669074242
2022-11-21 23:44:05.834708+00:00,thermal,e4:5f:01:7c:3f:34,1669074242.070982,102667.5 MB,11.1,9.9,20221121234402_eac173e2-f9f1-469a-a68d-6b42d27f0305,11/21/2022 18:44:06,24.0,119,24.9081,28.9,977.0,65535.0,102025.27,84.0,1669074246
2022-11-21 23:44:10.602977+00:00,thermal,e4:5f:01:7c:3f:34,1669074246.9413624,102667.5 MB,5.5,9.9,20221121234406_b21f7959-8833-4724-b385-e6a6756131da,11/21/2022 18:44:11,21.0,118,24.8868,28.95,977.0,65535.0,102024.42,84.0,1669074251
2022-11-21 23:44:15.413670+00:00,thermal,e4:5f:01:7c:3f:34,1669074251.6495545,102667.5 MB,5.3,9.9,20221121234411_39b3c838-ee29-48aa-964b-dd35f378ebc1,11/21/2022 18:44:16,23.0,118,24.8708,28.94,977.0,65535.0,102025.92,84.0,1669074256
2022-11-21 23:44:20.226936+00:00,thermal,e4:5f:01:7c:3f:34,1669074256.4635897,102667.5 MB,10.0,9.9,20221121234416_63c1696e-5a5c-40ee-a897-9483ccc09086,11/21/2022 18:44:21,21.0,117,24.8334,28.97,978.0,65535.0,102025.28,84.0,1669074261
2022-11-21 23:44:25.038805+00:00,thermal,e4:5f:01:7c:3f:34,1669074261.3754196,102667.5 MB,5.7,9.9,20221121234421_6573f5d1-4c02-4bbb-8f6c-c6082c2c56b6,11/21/2022 18:44:26,26.0,119,24.8254,29.0,978.0,65535.0,102025.59,84.0,1669074266
2022-11-21 23:44:29.754053+00:00,thermal,e4:5f:01:7c:3f:34,1669074266.0915146,102667.5 MB,3.8,10.3,20221121234426_616194d6-eb29-49e8-973c-9d8e4eb9a919,11/21/2022 18:44:30,19.0,118,24.804,28.93,978.0,65535.0,102024.62,84.0,1669074270
2022-11-21 23:44:34.562894+00:00,thermal,e4:5f:01:7c:3f:34,1669074270.8003685,102667.5 MB,5.7,9.9,20221121234430_c7132d1e-2dfe-4e34-bf89-433d24bbda9c,11/21/2022 18:44:35,24.0,119,24.8334,28.94,977.0,65535.0,102024.52,84.0,1669074275
2022-11-21 23:44:39.374021+00:00,thermal,e4:5f:01:7c:3f:34,1669074275.6104457,102667.5 MB,6.0,9.9,20221121234435_075e715c-2ba1-41be-b789-7350be888c0d,11/21/2022 18:44:40,26.0,119,24.8093,29.01,978.0,65535.0,102023.47,85.0,1669074280
2022-11-21 23:44:44.190651+00:00,thermal,e4:5f:01:7c:3f:34,1669074280.4258668,102667.5 MB,10.6,9.9,20221121234440_1d5b1ea9-59e9-4039-a82e-afd41a94947c,11/21/2022 18:44:45,22.0,118,24.8093,28.96,979.0,65535.0,102025.78,85.0,1669074285
2022-11-21 23:44:49.001579+00:00,thermal,e4:5f:01:7c:3f:34,1669074285.2395709,102667.5 MB,5.0,9.9,20221121234445_a87df8d2-7d2a-4c48-8f77-66af5086cea2,11/21/2022 18:44:50,21.0,118,24.804,29.01,979.0,65535.0,102025.44,85.0,1669074290
2022-11-21 23:44:53.745817+00:00,thermal,e4:5f:01:7c:3f:34,1669074290.082668,102667.5 MB,4.8,9.9,20221121234450_45d9f240-9af2-43a9-8894-df172a760557,11/21/2022 18:44:54,24.0,117,24.7639,28.96,979.0,65535.0,102024.44,85.0,1669074294
2022-11-21 23:44:58.554819+00:00,thermal,e4:5f:01:7c:3f:34,1669074294.7920086,102667.5 MB,10.3,9.9,20221121234454_bbd9c5a6-e5a4-4e81-a17f-845638cf3baa,11/21/2022 18:44:59,19.0,119,24.788,28.96,979.0,65535.0,102023.76,85.0,1669074299
2022-11-21 23:45:03.339662+00:00,thermal,e4:5f:01:7c:3f:34,1669074299.6768425,102667.5 MB,5.5,9.9,20221121234459_c54756d1-f60d-4638-9ecf-5557176a17e8,11/21/2022 18:45:04,29.0,120,24.7693,29.02,980.0,65535.0,102024.36,85.0,1669074304
2022-11-21 23:45:08.148799+00:00,thermal,e4:5f:01:7c:3f:34,1669074304.38437,102667.5 MB,5.5,10.3,20221121234504_e533f4a0-1935-4638-a4c9-7d050222ff08,11/21/2022 18:45:09,20.0,117,24.7666,29.01,981.0,65535.0,102021.06,85.0,1669074309
2022-11-21 23:45:12.957891+00:00,thermal,e4:5f:01:7c:3f:34,1669074309.1950154,102667.5 MB,5.0,9.9,20221121234509_6a7257f7-ddce-4150-97f8-6a5243b7efd3,11/21/2022 18:45:13,23.0,118,24.7639,29.01,982.0,422.0,102024.65,84.0,1669074313
2022-11-21 23:45:17.769004+00:00,thermal,e4:5f:01:7c:3f:34,1669074314.0046568,102667.5 MB,5.0,9.9,20221121234513_0068d448-6684-41bd-9e89-68757d155df9,11/21/2022 18:45:18,23.0,116,24.78,28.97,982.0,65535.0,102022.85,84.0,1669074318
2022-11-21 23:45:22.589106+00:00,thermal,e4:5f:01:7c:3f:34,1669074318.9264963,102667.5 MB,10.8,9.9,20221121234518_89bd95b0-7e0f-45eb-aeb2-aa2a0540d98a,11/21/2022 18:45:23,25.0,118,24.7906,28.92,980.0,65535.0,102024.44,84.0,1669074323
2022-11-21 23:45:27.295494+00:00,thermal,e4:5f:01:7c:3f:34,1669074323.7356994,102667.5 MB,4.8,9.9,20221121234523_0e11a00e-e431-41fe-b67e-8bf271453c51,11/21/2022 18:45:28,30.0,118,24.8441,28.94,981.0,65535.0,102023.68,84.0,1669074328
